Date,CO2
1820-02-15,281.5727000386093
1820-03-15,281.574921700846
1820-04-15,281.5777165624525
1820-05-15,281.5810787014903
1820-06-15,281.58500219602087
1820-07-15,281.5894811241056
1820-08-15,281.59450956380607
1820-09-15,281.60008159318375
1820-10-15,281.60619129029993
1820-11-15,281.6128327332163
1820-12-15,281.61999999999426
1821-01-15,281.62769013983126
1821-02-15,281.63591208646903
1821-03-15,281.64467774478527
1821-04-15,281.65399901965776
1821-05-15,281.66388781596413
1821-06-15,281.6743560385822
1821-07-15,281.68541559238963
1821-08-15,281.69707838226424
1821-09-15,281.7093563130838
1821-10-15,281.72226128972585
1821-11-15,281.73580521706816
1821-12-15,281.7499999999886
1822-01-15,281.7648543966601
1822-02-15,281.7803645784373
1822-03-15,281.7965235699699
1822-04-15,281.81332439590784
1822-05-15,281.830760080901
1822-06-15,281.84882364959896
1822-07-15,281.8675081266518
1822-08-15,281.88680653670934
1822-09-15,281.90671190442123
1822-10-15,281.92721725443755
1822-11-15,281.9483156114081
1822-12-15,281.9699999999825
1823-01-15,281.9922672734563
1823-02-15,282.0151295997068
1823-03-15,282.0386029752571
1823-04-15,282.06270339662984
1823-05-15,282.08744686034817
1823-06-15,282.1128493629348
1823-07-15,282.13892690091285
1823-08-15,282.16569547080525
1823-09-15,282.19317106913473
1823-10-15,282.22136969242433
1823-11-15,282.250307337197
1823-12-15,282.27999999997576
1824-01-15,282.31045729644285
1824-02-15,282.34166331891964
1824-03-15,282.3735957788867
1824-04-15,282.40623238782473
1824-05-15,282.43955085721456
1824-06-15,282.4735288985367
1824-07-15,282.508144223272
1824-08-15,282.54337454290106
1824-09-15,282.57919756890465
1824-10-15,282.61559101276333
1824-11-15,282.6525325859579
1824-12-15,282.68999999996913
1825-01-15,282.7279695128454
1825-02-15,282.76641156890656
1825-03-15,282.80529515904027
1825-04-15,282.84458927413414
1825-05-15,282.88426290507584
1825-06-15,282.92428504275284
1825-07-15,282.9646246780529
1825-08-15,283.0052508018636
1825-09-15,283.0461324050726
1825-10-15,283.08723847856754
1825-11-15,283.128538013236
1825-12-15,283.16999999996557
1826-01-15,283.21158247606485
1826-02-15,283.2531996645263
1826-03-15,283.294754834763
1826-04-15,283.3361512561884
1826-05-15,283.3772921982155
1826-06-15,283.4180809302577
1826-07-15,283.45842072172826
1826-08-15,283.4982148420404
1826-09-15,283.5373665606073
1826-10-15,283.5757791468423
1826-11-15,283.61335587015867
1826-12-15,283.6499999999696
